0,0,0,0,,*,1,A11587
1,1,1,1,1,*,1,A11590
1,1,1,1,1,*,1,A11623
1,1,1,1,1,*,1,A11631
1,1,1,1,1,*,1,A11634
1,1,1,1,1,*,1,A11648
0,0,0,0,,*,1,A11664
0,0,0,0,,*,1,A11665
1,1,1,1,1,*,1,A11699
0,0,0,0,,*,1,A11703
1,1,1,1,1,*,1,A11706
1,1,1,1,1,*,1,A1172
1,1,1,1,1,*,1,A11727
1,1,1,1,1,*,1,A11739
1,1,1,1,1,*,1,A11742
1,1,1,1,1,*,1,A11749
1,1,1,1,1,*,1,A11762
1,1,1,1,1,*,1,A11764
1,1,1,1,1,*,1,A11768
1,1,1,1,1,*,1,A11769
1,1,1,1,1,*,1,A11785
1,1,1,1,1,*,1,A11817
1,1,1,1,1,*,1,A1182
1,1,1,1,1,*,1,A11844
1,1,1,1,1,*,1,A11905
0,0,0,0,,*,1,A11919
1,1,1,1,1,*,1,A11921
0,0,0,0,,*,1,A11934
1,1,1,1,1,*,1,A11937
1,1,1,1,1,*,1,A11952
1,1,1,1,1,*,1,A11958
1,1,1,1,1,*,1,A1197
1,1,1,1,1,*,1,A11986
0,0,0,0,,*,1,A11987
1,1,1,1,1,*,1,A12006
0,0,0,0,,*,1,A12041
0,0,0,0,,*,1,A1205
0,0,0,0,,*,1,A1206
0,0,0,0,,*,1,A12078
1,1,1,1,1,*,1,A12105
1,1,1,1,1,*,1,A12108
0,0,0,0,,*,1,A12115
1,1,1,1,1,*,1,A12163
1,1,1,1,1,*,1,A12186
0,0,0,0,,*,1,A1222
0,0,0,0,,*,1,A12286
1,1,1,1,1,*,1,A12304
1,1,1,1,1,*,1,A12312
0,0,0,0,,*,1,A12324
1,1,1,1,1,*,1,A12354
1,1,1,1,1,*,1,A12369
1,1,1,1,1,*,1,A12388
0,0,0,0,,*,1,A12414
0,0,0,0,,*,1,A1242
1,1,1,1,1,*,1,A12431
0,0,0,0,,*,1,A12453
0,0,0,0,,*,1,A12462
1,1,1,1,1,*,1,A12472
1,1,1,1,1,*,1,A12476
1,1,1,1,1,*,1,A12485
1,1,1,1,1,*,1,A12493
1,1,1,1,1,*,1,A12506
1,1,1,1,1,*,1,A12513
1,1,1,1,1,*,1,A12540
1,1,1,1,1,*,1,A12545
1,1,1,1,1,*,1,A12576
0,0,0,0,,*,1,A12596
1,1,1,1,1,*,1,A12599
1,1,1,1,1,*,1,A1262
1,1,1,1,1,*,1,A12622
1,1,1,1,1,*,1,A12623
1,1,1,1,1,*,1,A12652
0,0,0,0,,*,1,A12655
1,1,1,1,1,*,1,A12659
1,1,1,1,1,*,1,A12661
1,1,1,1,1,*,1,A1268
0,0,0,0,,*,1,A12689
1,1,1,1,1,*,1,A12703
1,1,1,1,1,*,1,A12715
1,1,1,1,1,*,1,A12728
0,0,0,0,,*,1,A12748
0,0,0,0,,*,1,A1275
1,1,1,1,1,*,1,A12765
1,1,1,1,1,*,1,A1279
1,1,1,1,1,*,1,A12811
1,1,1,1,1,*,1,A12819
0,0,0,0,,*,1,A12846
0,0,0,0,,*,1,A12866
1,1,1,1,1,*,1,A12867
1,1,1,1,1,*,1,A12868
1,1,1,1,1,*,1,A12925
1,1,1,1,1,*,1,A12946
1,1,1,1,1,*,1,A12967
1,1,1,1,1,*,1,A12973
0,0,0,0,,*,1,A12991
0,0,0,0,,*,1,A12992
1,1,1,1,1,*,1,A13002
1,1,1,1,1,*,1,A13038
1,1,1,1,1,*,1,A13053
0,0,0,0,,*,1,A13059
1,1,1,1,1,*,1,A13081
0,0,0,0,,*,1,A13090
0,0,0,0,,*,1,A13175
1,1,1,1,1,*,1,A13250
1,1,1,1,1,*,1,A13276
1,1,1,1,1,*,1,A13285
1,1,1,1,1,*,1,A13294
1,1,1,1,1,*,1,A133
0,0,0,0,,*,1,A13306
1,1,1,1,1,*,1,A13321
1,1,1,1,1,*,1,A13332
1,1,1,1,1,*,1,A13402
1,1,1,1,1,*,1,A13403
1,1,1,1,1,*,1,A13421
0,0,0,0,,*,1,A1344
1,1,1,1,1,*,1,A13536
1,1,1,1,1,*,1,A13547
0,0,0,0,,*,1,A13554
1,1,1,1,1,*,1,A13576
0,0,0,0,,*,1,A13601
1,1,1,1,1,*,1,A13607
0,0,0,0,,*,1,A13617
1,1,1,1,1,*,1,A13620
1,1,1,1,1,*,1,A13621
1,1,1,1,1,*,1,A13647
0,0,0,0,,*,1,A13651
1,1,1,1,1,*,1,A13655
0,0,0,0,,*,1,A13674
0,0,0,0,,*,1,A13682
1,1,1,1,1,*,1,A13696
1,1,1,1,1,*,1,A13723
0,0,0,0,,*,1,A13728
1,1,1,1,1,*,1,A13738
1,1,1,1,1,*,1,A1375
0,0,0,0,,*,1,A13763
0,0,0,0,,*,1,A13765
1,1,1,1,1,*,1,A13785
1,1,1,1,1,*,1,A1380
1,1,1,1,1,*,1,A13800
1,1,1,1,1,*,1,A13828
1,1,1,1,1,*,1,A13857
1,1,1,1,1,*,1,A13862
1,1,1,1,1,*,1,A13868
1,1,1,1,1,*,1,A13884
1,1,1,1,1,*,1,A13891
0,0,0,0,,*,1,A13894
1,1,1,1,1,*,1,A13895
1,1,1,1,1,*,1,A13915
1,1,1,1,1,*,1,A13930
0,0,0,0,,*,1,A13975
1,1,1,1,1,*,1,A13985
0,0,0,0,,*,1,A14009
0,0,0,0,,*,1,A14033
1,1,1,1,1,*,1,A14038
1,1,1,1,1,*,1,A14044
1,1,1,1,1,*,1,A14059
1,1,1,1,1,*,1,A14073
1,1,1,1,1,*,1,A1408
0,0,0,0,,*,1,A14080
1,1,1,1,1,*,1,A14108
1,1,1,1,1,*,1,A14109
0,0,0,0,,*,1,A14141
0,0,0,0,,*,1,A14156
0,0,0,0,,*,1,A14163
1,1,1,1,1,*,1,A14166
1,1,1,1,1,*,1,A1418
0,0,0,0,,*,1,A14194
1,1,1,1,1,*,1,A14198
0,0,0,0,,*,1,A1420
1,1,1,1,1,*,1,A14209
1,1,1,1,1,*,1,A14224
1,1,1,1,1,*,1,A14275
0,0,0,0,,*,1,A14301
1,1,1,1,1,*,1,A14318
1,1,1,1,1,*,1,A14402
1,1,1,1,1,*,1,A1443
1,1,1,1,1,*,1,A14494
0,0,0,0,,*,1,A14504
1,1,1,1,1,*,1,A14535
0,0,0,0,,*,1,A14538
1,1,1,1,1,*,1,A14555
1,1,1,1,1,*,1,A1456
1,1,1,1,1,*,1,A14561
1,1,1,1,1,*,1,A14582
0,0,0,0,,*,1,A1460
1,1,1,1,1,*,1,A14612
1,1,1,1,1,*,1,A14626
1,1,1,1,1,*,1,A14638
1,1,1,1,1,*,1,A14663
0,0,0,0,,*,1,A147
1,1,1,1,1,*,1,A14764
0,0,0,0,,*,1,A1477
1,1,1,1,1,*,1,A14770
1,1,1,1,1,*,1,A14777
1,1,1,1,1,*,1,A14787
1,1,1,1,1,*,1,A14803
1,1,1,1,1,*,1,A14846
1,1,1,1,1,*,1,A14882
1,1,1,1,1,*,1,A14915
1,1,1,1,1,*,1,A14925
0,0,0,0,,*,1,A14929
1,1,1,1,1,*,1,A14931
1,1,1,1,1,*,1,A14958
1,1,1,1,1,*,1,A14974
1,1,1,1,1,*,1,A14989
0,0,0,0,,*,1,A15030
1,1,1,1,1,*,1,A15046
1,1,1,1,1,*,1,A15087
1,1,1,1,1,*,1,A15090
0,0,0,0,,*,1,A1516
1,1,1,1,1,*,1,A15162
1,1,1,1,1,*,1,A15191
1,1,1,1,1,*,1,A15203
1,1,1,1,1,*,1,A15212
1,1,1,1,1,*,1,A15213
1,1,1,1,1,*,1,A15245
1,1,1,1,1,*,1,A15251
1,1,1,1,1,*,1,A15258
1,1,1,1,1,*,1,A15262
1,1,1,1,1,*,1,A15289
1,1,1,1,1,*,1,A15303
1,1,1,1,1,*,1,A15305
1,1,1,1,1,*,1,A15313
1,1,1,1,1,*,1,A15316
1,1,1,1,1,*,1,A15326
0,0,0,0,,*,1,A15337
1,1,1,1,1,*,1,A15350
1,1,1,1,1,*,1,A15381
1,1,1,1,1,*,1,A15384
0,0,0,0,,*,1,A15403
0,0,0,0,,*,1,A15424
0,0,0,0,,*,1,A15440
1,1,1,1,1,*,1,A15460
0,0,0,0,,*,1,A15464
0,0,0,0,,*,1,A155
1,1,1,1,1,*,1,A15520
0,0,0,0,,*,1,A15542
1,1,1,1,1,*,1,A15557
1,1,1,1,1,*,1,A15578
0,0,0,0,,*,1,A1559
1,1,1,1,1,*,1,A15598
1,1,1,1,1,*,1,A15709
0,0,0,0,,*,1,A15742
1,1,1,1,1,*,1,A15766
1,1,1,1,1,*,1,A15777
1,1,1,1,1,*,1,A15797
1,1,1,1,1,*,1,A15822
1,1,1,1,1,*,1,A15932
1,1,1,1,1,*,1,A15961
1,1,1,1,1,*,1,A15969
0,0,0,0,,*,1,A15991
1,1,1,1,1,*,1,A16008
1,1,1,1,1,*,1,A1601
0,0,0,0,,*,1,A16062
1,1,1,1,1,*,1,A16078
1,1,1,1,1,*,1,A16081
0,0,0,0,,*,1,A16085
1,1,1,1,1,*,1,A16095
0,0,0,0,,*,1,A16141
1,1,1,1,1,*,1,A16201
1,1,1,1,1,*,1,A16205
1,1,1,1,1,*,1,A16238
1,1,1,1,1,*,1,A16285
1,1,1,1,1,*,1,A16299
0,0,0,0,,*,1,A16307
1,1,1,1,1,*,1,A16316
1,1,1,1,1,*,1,A1635
1,1,1,1,1,*,1,A16359
0,0,0,0,,*,1,A16370
1,1,1,1,1,*,1,A1638
1,1,1,1,1,*,1,A16493
0,0,0,0,,*,1,A16501
1,1,1,1,1,*,1,A16503
1,1,1,1,1,*,1,A16506
0,0,0,0,,*,1,A16554
0,0,0,0,,*,1,A16646
0,0,0,0,,*,1,A16649
0,0,0,0,,*,1,A16685
1,1,1,1,1,*,1,A16733
1,1,1,1,1,*,1,A16780
1,1,1,1,1,*,1,A16790
0,0,0,0,,*,1,A16796
1,1,1,1,1,*,1,A16801
0,0,0,0,,*,1,A16818
1,1,1,1,1,*,1,A1683
1,1,1,1,1,*,1,A16842
1,1,1,1,1,*,1,A16853
1,1,1,1,1,*,1,A16869
1,1,1,1,1,*,1,A16879
1,1,1,1,1,*,1,A16899
1,1,1,1,1,*,1,A16901
1,1,1,1,1,*,1,A16914
1,1,1,1,1,*,1,A16923
1,1,1,1,1,*,1,A16932
1,1,1,1,1,*,1,A16966
1,1,1,1,1,*,1,A16988
1,1,1,1,1,*,1,A16993
1,1,1,1,1,*,1,A16997
0,0,0,0,,*,1,A17001
1,1,1,1,1,*,1,A17019
0,0,0,0,,*,1,A17043
1,1,1,1,1,*,1,A17065
1,1,1,1,1,*,1,A17076
1,1,1,1,1,*,1,A17101
1,1,1,1,1,*,1,A17109
1,1,1,1,1,*,1,A17123
1,1,1,1,1,*,1,A17139
1,1,1,1,1,*,1,A17145
1,1,1,1,1,*,1,A17162
1,1,1,1,1,*,1,A17172
1,1,1,1,1,*,1,A17183
0,0,0,0,,*,1,A17210
1,1,1,1,1,*,1,A17241
0,0,0,0,,*,1,A17275
0,0,0,0,,*,1,A17289
1,1,1,1,1,*,1,A17292
0,0,0,0,,*,1,A17293
1,1,1,1,1,*,1,A17299
1,1,1,1,1,*,1,A17305
1,1,1,1,1,*,1,A17321
1,1,1,1,1,*,1,A17327
1,1,1,1,1,*,1,A17330
1,1,1,1,1,*,1,A17334
0,0,0,0,,*,1,A17351
0,0,0,0,,*,1,A17354
1,1,1,1,1,*,1,A17387
0,0,0,0,,*,1,A17393
1,1,1,1,1,*,1,A17394
1,1,1,1,1,*,1,A17428
1,1,1,1,1,*,1,A17438
0,0,0,0,,*,1,A17457
1,1,1,1,1,*,1,A17510
1,1,1,1,1,*,1,A1754
1,1,1,1,1,*,1,A17597
0,0,0,0,,*,1,A17613
0,0,0,0,,*,1,A17649
1,1,1,1,1,*,1,A17680
1,1,1,1,1,*,1,A17681
1,1,1,1,1,*,1,A17700
0,0,0,0,,*,1,A17716
0,0,0,0,,*,1,A17744
0,0,0,0,,*,1,A1775
1,1,1,1,1,*,1,A17757
1,1,1,1,1,*,1,A17776
1,1,1,1,1,*,1,A1778
0,0,0,0,,*,1,A17786
1,1,1,1,1,*,1,A17832
1,1,1,1,1,*,1,A17861
0,0,0,0,,*,1,A17875
0,0,0,0,,*,1,A17885
1,1,1,1,1,*,1,A17890
1,1,1,1,1,*,1,A17915
0,0,0,0,,*,1,A17950
0,0,0,0,,*,1,A17989
1,1,1,1,1,*,1,A17997
1,1,1,1,1,*,1,A18002
1,1,1,1,1,*,1,A18017
1,1,1,1,1,*,1,A18018
1,1,1,1,1,*,1,A18055
0,0,0,0,,*,1,A1809
1,1,1,1,1,*,1,A18125
1,1,1,1,1,*,1,A18147
1,1,1,1,1,*,1,A18246
1,1,1,1,1,*,1,A18248
0,0,0,0,,*,1,A18254
1,1,1,1,1,*,1,A1826
1,1,1,1,1,*,1,A18262
1,1,1,1,1,*,1,A18270
1,1,1,1,1,*,1,A1828
0,0,0,0,,*,1,A18312
1,1,1,1,1,*,1,A18318
1,1,1,1,1,*,1,A18332
1,1,1,1,1,*,1,A18353
0,0,0,0,,*,1,A18371
1,1,1,1,1,*,1,A18393
0,0,0,0,,*,1,A18429
1,1,1,1,1,*,1,A18435
1,1,1,1,1,*,1,A18437
0,0,0,0,,*,1,A18443
1,1,1,1,1,*,1,A18444
1,1,1,1,1,*,1,A18465
1,1,1,1,1,*,1,A18481
0,0,0,0,,*,1,A1849
1,1,1,1,1,*,1,A18561
1,1,1,1,1,*,1,A18562
0,0,0,0,,*,1,A18566
0,0,0,0,,*,1,A18582
1,1,1,1,1,*,1,A18642
1,1,1,1,1,*,1,A18677
0,0,0,0,,*,1,A18722
1,1,1,1,1,*,1,A1873
1,1,1,1,1,*,1,A18739
1,1,1,1,1,*,1,A1874
0,0,0,0,,*,1,A18742
1,1,1,1,1,*,1,A18777
0,0,0,0,,*,1,A18812
0,0,0,0,,*,1,A18823
1,1,1,1,1,*,1,A18824
1,1,1,1,1,*,1,A18829
1,1,1,1,1,*,1,A18831
1,1,1,1,1,*,1,A18837
0,0,0,0,,*,1,A18856
1,1,1,1,1,*,1,A18866
1,1,1,1,1,*,1,A18890
1,1,1,1,1,*,1,A1894
1,1,1,1,1,*,1,A18960
1,1,1,1,1,*,1,A18975
0,0,0,0,,*,1,A18985
1,1,1,1,1,*,1,A19003
1,1,1,1,1,*,1,A19008
1,1,1,1,1,*,1,A19015
1,1,1,1,1,*,1,A19067
0,0,0,0,,*,1,A1908
1,1,1,1,1,*,1,A19086
1,1,1,1,1,*,1,A19095
1,1,1,1,1,*,1,A19096
0,0,0,0,,*,1,A19117
1,1,1,1,1,*,1,A19126
0,0,0,0,,*,1,A19137
0,0,0,0,,*,1,A19150
0,0,0,0,,*,1,A19163
1,1,1,1,1,*,1,A19195
1,1,1,1,1,*,1,A19224
1,1,1,1,1,*,1,A19267
0,0,0,0,,*,1,A1932
0,0,0,0,,*,1,A19336
1,1,1,1,1,*,1,A19365
0,0,0,0,,*,1,A19368
1,1,1,1,1,*,1,A19369
1,1,1,1,1,*,1,A19383
1,1,1,1,1,*,1,A19390
0,0,0,0,,*,1,A19393
1,1,1,1,1,*,1,A19399
1,1,1,1,1,*,1,A19475
1,1,1,1,1,*,1,A19484
1,1,1,1,1,*,1,A19548
1,1,1,1,1,*,1,A19561
1,1,1,1,1,*,1,A19562
1,1,1,1,1,*,1,A19564
0,0,0,0,,*,1,A19565
1,1,1,1,1,*,1,A19573
1,1,1,1,1,*,1,A19617
1,1,1,1,1,*,1,A19634
1,1,1,1,1,*,1,A19638
1,1,1,1,1,*,1,A1964
1,1,1,1,1,*,1,A19663
1,1,1,1,1,*,1,A19667
0,0,0,0,,*,1,A19720
1,1,1,1,1,*,1,A19769
1,1,1,1,1,*,1,A19807
1,1,1,1,1,*,1,A19810
0,0,0,0,,*,1,A19819
0,0,0,0,,*,1,A19846
0,0,0,0,,*,1,A1985
1,1,1,1,1,*,1,A19871
0,0,0,0,,*,1,A19878
1,1,1,1,1,*,1,A19906
0,0,0,0,,*,1,A19927
1,1,1,1,1,*,1,A19934
1,1,1,1,1,*,1,A19942
1,1,1,1,1,*,1,A19953
0,0,0,0,,*,1,A19968
1,1,1,1,1,*,1,A19983
1,1,1,1,1,*,1,A19991
0,0,0,0,,*,1,A200
1,1,1,1,1,*,1,A20008
1,1,1,1,1,*,1,A20011
1,1,1,1,1,*,1,A20050
0,0,0,0,,*,1,A20062
1,1,1,1,1,*,1,A20078
1,1,1,1,1,*,1,A20102
1,1,1,1,1,*,1,A20111
0,0,0,0,,*,1,A20114
1,1,1,1,1,*,1,A20127
1,1,1,1,1,*,1,A20131
1,1,1,1,1,*,1,A20136
1,1,1,1,1,*,1,A20141
1,1,1,1,1,*,1,A20169
1,1,1,1,1,*,1,A20194
1,1,1,1,1,*,1,A20199
1,1,1,1,1,*,1,A20202
1,1,1,1,1,*,1,A20230
0,0,0,0,,*,1,A20244
1,1,1,1,1,*,1,A20268
0,0,0,0,,*,1,A20269
0,0,0,0,,*,1,A20282
1,1,1,1,1,*,1,A20299
1,1,1,1,1,*,1,A20314
1,1,1,1,1,*,1,A20323
0,0,0,0,,*,1,A20336
1,1,1,1,1,*,1,A20339
0,0,0,0,,*,1,A20362
0,0,0,0,,*,1,A20398
1,1,1,1,1,*,1,A20407
0,0,0,0,,*,1,A20414
0,0,0,0,,*,1,A20417
0,0,0,0,,*,1,A20437
1,1,1,1,1,*,1,A20456
1,1,1,1,1,*,1,A20513
1,1,1,1,1,*,1,A20514
1,1,1,1,1,*,1,A20515
0,0,0,0,,*,1,A20555
0,0,0,0,,*,1,A20564
1,1,1,1,1,*,1,A20578
0,0,0,0,,*,1,A20586
1,1,1,1,1,*,1,A20594
1,1,1,1,1,*,1,A2064
1,1,1,1,1,*,1,A20641
0,0,0,0,,*,1,A20645
0,0,0,0,,*,1,A20654
0,0,0,0,,*,1,A20655
1,1,1,1,1,*,1,A20664
0,0,0,0,,*,1,A20668
0,0,0,0,,*,1,A20677
1,1,1,1,1,*,1,A20686
1,1,1,1,1,*,1,A20689
1,1,1,1,1,*,1,A20708
1,1,1,1,1,*,1,A20784
1,1,1,1,1,*,1,A20785
0,0,0,0,,*,1,A20789
1,1,1,1,1,*,1,A20803
1,1,1,1,1,*,1,A20819
1,1,1,1,1,*,1,A20834
1,1,1,1,1,*,1,A20845
1,1,1,1,1,*,1,A20907
1,1,1,1,1,*,1,A2092
1,1,1,1,1,*,1,A20923
1,1,1,1,1,*,1,A20945
0,0,0,0,,*,1,A2095
0,0,0,0,,*,1,A20950
1,1,1,1,1,*,1,A20958
1,1,1,1,1,*,1,A20962
0,0,0,0,,*,1,A20976
1,1,1,1,1,*,1,A20995
1,1,1,1,1,*,1,A21027
1,1,1,1,1,*,1,A21052
1,1,1,1,1,*,1,A21059
1,1,1,1,1,*,1,A21073
1,1,1,1,1,*,1,A21084
1,1,1,1,1,*,1,A21093
0,0,0,0,,*,1,A21103
0,0,0,0,,*,1,A21114
0,0,0,0,,*,1,A21117
1,1,1,1,1,*,1,A21206
1,1,1,1,1,*,1,A21254
1,1,1,1,1,*,1,A21267
1,1,1,1,1,*,1,A21280
1,1,1,1,1,*,1,A21342
1,1,1,1,1,*,1,A21371
1,1,1,1,1,*,1,A21388
1,1,1,1,1,*,1,A21399
1,1,1,1,1,*,1,A21409
1,1,1,1,1,*,1,A21418
1,1,1,1,1,*,1,A21461
0,0,0,0,,*,1,A21479
1,1,1,1,1,*,1,A21487
1,1,1,1,1,*,1,A21498
1,1,1,1,1,*,1,A21513
1,1,1,1,1,*,1,A21517
0,0,0,0,,*,1,A21555
1,1,1,1,1,*,1,A2159
1,1,1,1,1,*,1,A21594
1,1,1,1,1,*,1,A21601
0,0,0,0,,*,1,A21614
1,1,1,1,1,*,1,A2162
1,1,1,1,1,*,1,A21646
1,1,1,1,1,*,1,A21661
0,0,0,0,,*,1,A21681
1,1,1,1,1,*,1,A21682
0,0,0,0,,*,1,A21694
1,1,1,1,1,*,1,A21697
0,0,0,0,,*,1,A21701
0,0,0,0,,*,1,A21706
1,1,1,1,1,*,1,A21714
0,0,0,0,,*,1,A21715
1,1,1,1,1,*,1,A21727
1,1,1,1,1,*,1,A21741
1,1,1,1,1,*,1,A2176
1,1,1,1,1,*,1,A21769
1,1,1,1,1,*,1,A21771
1,1,1,1,1,*,1,A21783
0,0,0,0,,*,1,A21793
1,1,1,1,1,*,1,A21807
0,0,0,0,,*,1,A2182
0,0,0,0,,*,1,A21847
1,1,1,1,1,*,1,A21848
1,1,1,1,1,*,1,A21849
1,1,1,1,1,*,1,A21868
1,1,1,1,1,*,1,A21883
1,1,1,1,1,*,1,A2191
1,1,1,1,1,*,1,A21960
1,1,1,1,1,*,1,A21997
1,1,1,1,1,*,1,A22010
1,1,1,1,1,*,1,A22016
1,1,1,1,1,*,1,A22018
1,1,1,1,1,*,1,A22023
1,1,1,1,1,*,1,A22029
1,1,1,1,1,*,1,A22041
1,1,1,1,1,*,1,A22052
1,1,1,1,1,*,1,A22055
1,1,1,1,1,*,1,A2206
1,1,1,1,1,*,1,A22126
1,1,1,1,1,*,1,A22128
1,1,1,1,1,*,1,A2222
0,0,0,0,,*,1,A22221
1,1,1,1,1,*,1,A22230
0,0,0,0,,*,1,A22254
1,1,1,1,1,*,1,A22263
1,1,1,1,1,*,1,A22307
0,0,0,0,,*,1,A22342
1,1,1,1,1,*,1,A22357
1,1,1,1,1,*,1,A22367
1,1,1,1,1,*,1,A22378
0,0,0,0,,*,1,A22383
1,1,1,1,1,*,1,A22385
0,0,0,0,,*,1,A22403
0,0,0,0,,*,1,A22412
1,1,1,1,1,*,1,A22414
1,1,1,1,1,*,1,A22436
1,1,1,1,1,*,1,A22444
1,1,1,1,1,*,1,A22450
1,1,1,1,1,*,1,A22484
1,1,1,1,1,*,1,A22524
1,1,1,1,1,*,1,A22526
1,1,1,1,1,*,1,A2255
1,1,1,1,1,*,1,A22572
1,1,1,1,1,*,1,A22604
1,1,1,1,1,*,1,A22607
0,0,0,0,,*,1,A22645
1,1,1,1,1,*,1,A22656
1,1,1,1,1,*,1,A22670
1,1,1,1,1,*,1,A22751
1,1,1,1,1,*,1,A22824
1,1,1,1,1,*,1,A22875
1,1,1,1,1,*,1,A22907
1,1,1,1,1,*,1,A22912
1,1,1,1,1,*,1,A22938
1,1,1,1,1,*,1,A22961
0,0,0,0,,*,1,A23005
1,1,1,1,1,*,1,A23007
0,0,0,0,,*,1,A23009
1,1,1,1,1,*,1,A23027
1,1,1,1,1,*,1,A23030
1,1,1,1,1,*,1,A23051
1,1,1,1,1,*,1,A23053
0,0,0,0,,*,1,A23054
0,0,0,0,,*,1,A23073
1,1,1,1,1,*,1,A2308
1,1,1,1,1,*,1,A23086
1,1,1,1,1,*,1,A23119
1,1,1,1,1,*,1,A23138
1,1,1,1,1,*,1,A23162
1,1,1,1,1,*,1,A23211
1,1,1,1,1,*,1,A2322
0,0,0,0,,*,1,A23223
0,0,0,0,,*,1,A23245
0,0,0,0,,*,1,A23291
1,1,1,1,1,*,1,A23309
0,0,0,0,,*,1,A23315
0,0,0,0,,*,1,A23328
1,1,1,1,1,*,1,A23467
1,1,1,1,1,*,1,A23489
0,0,0,0,,*,1,A23507
1,1,1,1,1,*,1,A23562
1,1,1,1,1,*,1,A23603
0,0,0,0,,*,1,A23613
1,1,1,1,1,*,1,A2362
1,1,1,1,1,*,1,A23630
1,1,1,1,1,*,1,A23660
0,0,0,0,,*,1,A23694
1,1,1,1,1,*,1,A2372
1,1,1,1,1,*,1,A23753
1,1,1,1,1,*,1,A23786
1,1,1,1,1,*,1,A23828
0,0,0,0,,*,1,A23853
1,1,1,1,1,*,1,A2394
0,0,0,0,,*,1,A23945
0,0,0,0,,*,1,A2395
1,1,1,1,1,*,1,A24005
1,1,1,1,1,*,1,A24006
0,0,0,0,,*,1,A24009
1,1,1,1,1,*,1,A2401
1,1,1,1,1,*,1,A24069
1,1,1,1,1,*,1,A24172
1,1,1,1,1,*,1,A24190
1,1,1,1,1,*,1,A24198
0,0,0,0,,*,1,A24216
1,1,1,1,1,*,1,A24219
1,1,1,1,1,*,1,A24259
0,0,0,0,,*,1,A24275
0,0,0,0,,*,1,A24288
1,1,1,1,1,*,1,A24290
1,1,1,1,1,*,1,A24304
1,1,1,1,1,*,1,A24327
1,1,1,1,1,*,1,A24360
1,1,1,1,1,*,1,A24363
1,1,1,1,1,*,1,A24374
1,1,1,1,1,*,1,A2438
1,1,1,1,1,*,1,A24388
1,1,1,1,1,*,1,A24428
1,1,1,1,1,*,1,A24440
0,0,0,0,,*,1,A24450
1,1,1,1,1,*,1,A24457
1,1,1,1,1,*,1,A2447
1,1,1,1,1,*,1,A24506
1,1,1,1,1,*,1,A24578
1,1,1,1,1,*,1,A24634
