1,1,1,1,,,,*,,,,A10102
1,1,1,1,,,,*,,,,A10120
1,1,1,1,,,,*,,,,A10165
1,1,1,1,,,,*,,,,A10236
1,1,1,1,,,,*,,,,A10434
1,1,1,1,,,,*,,,,A10798
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A10839
1,1,1,1,,,,*,,,,A1089
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A10964
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A11128
1,1,1,1,,,,*,,,,A11211
1,1,1,1,,,,*,,,,A11293
1,1,1,1,,,,*,,,,A11427
1,1,1,1,,,,*,,,,A11506
1,1,1,1,,,,*,,,,A1163
1,1,1,1,,,,*,,,,A11770
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A1183
1,1,1,1,,,,*,,,,A11862
1,1,1,1,,,,*,,,,A12027
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A12041
1,1,1,1,,,,*,,,,A122
1,1,1,1,,,,*,,,,A12260
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A12550
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A12655
1,1,1,1,,,,*,,,,A1278
1,1,1,1,,,,*,,,,A1294
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A12944
1,1,1,1,,,,*,,,,A13043
1,1,1,1,,,,*,,,,A131
1,1,1,1,,,,*,,,,A13159
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A13306
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A13380
1,1,1,1,,,,*,,,,A13443
1,1,1,1,,,,*,,,,A13617
1,1,1,1,,,,*,,,,A13728
1,1,1,1,,,,*,,,,A1402
1,1,1,1,,,,*,,,,A14194
1,1,1,1,,,,*,,,,A1420
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A14339
1,1,1,1,,,,*,,,,A14679
1,1,1,1,,,,*,,,,A1470
1,1,1,1,,,,*,,,,A14709
1,1,1,1,,,,*,,,,A150
1,1,1,1,,,,*,,,,A15062
1,1,1,1,,,,*,,,,A15224
1,1,1,1,,,,*,,,,A15464
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A15527
1,1,1,1,,,,*,,,,A15542
1,1,1,1,,,,*,,,,A15873
1,1,1,1,,,,*,,,,A1615
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A16160
1,1,1,1,,,,*,,,,A16247
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A16436
1,1,1,1,,,,*,,,,A16568
1,1,1,1,,,,*,,,,A16590
1,1,1,1,,,,*,,,,A16773
1,1,1,1,,,,*,,,,A17003
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A17108
1,1,1,1,,,,*,,,,A17210
1,1,1,1,,,,*,,,,A17403
1,1,1,1,,,,*,,,,A17547
1,1,1,1,,,,*,,,,A17709
1,1,1,1,,,,*,,,,A17767
1,1,1,1,,,,*,,,,A17885
1,1,1,1,,,,*,,,,A17991
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A18086
1,1,1,1,,,,*,,,,A18088
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A18326
1,1,1,1,,,,*,,,,A18401
1,1,1,1,,,,*,,,,A18514
1,1,1,1,,,,*,,,,A1865
1,1,1,1,,,,*,,,,A18693
1,1,1,1,,,,*,,,,A18726
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A18800
1,1,1,1,,,,*,,,,A18875
1,1,1,1,,,,*,,,,A19372
1,1,1,1,,,,*,,,,A19721
1,1,1,1,,,,*,,,,A19737
1,1,1,1,,,,*,,,,A19937
1,1,1,1,,,,*,,,,A19952
1,1,1,1,,,,*,,,,A20114
1,1,1,1,,,,*,,,,A2027
1,1,1,1,,,,*,,,,A20365
1,1,1,1,,,,*,,,,A20381
1,1,1,1,,,,*,,,,A20417
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A2042
1,1,1,1,,,,*,,,,A2061
1,1,1,1,,,,*,,,,A2083
1,1,1,1,,,,*,,,,A20942
1,1,1,1,,,,*,,,,A20976
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A21131
1,1,1,1,,,,*,,,,A21192
1,1,1,1,,,,*,,,,A21536
1,1,1,1,,,,*,,,,A21568
1,1,1,1,,,,*,,,,A21799
1,1,1,1,,,,*,,,,A22048
1,1,1,1,,,,*,,,,A2216
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A22270
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A22387
1,1,1,1,,,,*,,,,A2256
1,1,1,1,,,,*,,,,A23262
1,1,1,1,,,,*,,,,A23326
1,1,1,1,,,,*,,,,A23504
1,1,1,1,,,,*,,,,A23507
1,1,1,1,,,,*,,,,A23552
1,1,1,1,,,,*,,,,A237
1,1,1,1,,,,*,,,,A23740
1,1,1,1,,,,*,,,,A23853
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A24370
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A24399
1,1,1,1,,,,*,,,,A24450
1,1,1,1,,,,*,,,,A24820
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A25121
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A25436
1,1,1,1,,,,*,,,,A2545
1,1,1,1,,,,*,,,,A25535
1,1,1,1,,,,*,,,,A25580
1,1,1,1,,,,*,,,,A25599
1,1,1,1,,,,*,,,,A25714
1,1,1,1,,,,*,,,,A25778
1,1,1,1,,,,*,,,,A25805
1,1,1,1,,,,*,,,,A25829
1,1,1,1,,,,*,,,,A26077
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A26434
1,1,1,1,,,,*,,,,A26987
1,1,1,1,,,,*,,,,A27134
1,1,1,1,,,,*,,,,A27222
1,1,1,1,,,,*,,,,A273
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A27478
1,1,1,1,,,,*,,,,A27490
1,1,1,1,,,,*,,,,A27570
1,1,1,1,,,,*,,,,A27647
1,1,1,1,,,,*,,,,A27664
1,1,1,1,,,,*,,,,A27776
1,1,1,1,,,,*,,,,A27972
1,1,1,1,,,,*,,,,A28067
1,1,1,1,,,,*,,,,A28070
1,1,1,1,,,,*,,,,A28315
1,1,1,1,,,,*,,,,A28408
1,1,1,1,,,,*,,,,A28658
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A28855
1,1,1,1,,,,*,,,,A29040
1,1,1,1,,,,*,,,,A29455
1,1,1,1,,,,*,,,,A29545
1,1,1,1,,,,*,,,,A30119
1,1,1,1,,,,*,,,,A30170
1,1,1,1,,,,*,,,,A30208
1,1,1,1,,,,*,,,,A30317
1,1,1,1,,,,*,,,,A30459
1,1,1,1,,,,*,,,,A30462
1,1,1,1,,,,*,,,,A30520
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A30580
1,1,1,1,,,,*,,,,A30630
1,1,1,1,,,,*,,,,A30746
1,1,1,1,,,,*,,,,A30913
1,1,1,1,,,,*,,,,A31215
1,1,1,1,,,,*,,,,A31246
1,1,1,1,,,,*,,,,A31326
1,1,1,1,,,,*,,,,A31431
1,1,1,1,,,,*,,,,A31455
1,1,1,1,,,,*,,,,A31493
1,1,1,1,,,,*,,,,A31561
1,1,1,1,,,,*,,,,A31827
1,1,1,1,,,,*,,,,A32074
1,1,1,1,,,,*,,,,A32150
1,1,1,1,,,,*,,,,A32200
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A32548
1,1,1,1,,,,*,,,,A3259
1,1,1,1,,,,*,,,,A32672
1,1,1,1,,,,*,,,,A32736
1,1,1,1,,,,*,,,,A32801
1,1,1,1,,,,*,,,,A32925
1,1,1,1,,,,*,,,,A33533
1,1,1,1,,,,*,,,,A33741
1,1,1,1,,,,*,,,,A34046
1,1,1,1,,,,*,,,,A3418
1,1,1,1,,,,*,,,,A34188
1,1,1,1,,,,*,,,,A34214
1,1,1,1,,,,*,,,,A34464
1,1,1,1,,,,*,,,,A3458
1,1,1,1,,,,*,,,,A34664
1,1,1,1,,,,*,,,,A34677
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A34751
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A34780
1,1,1,1,,,,*,,,,A35031
1,1,1,1,,,,*,,,,A35187
1,1,1,1,,,,*,,,,A35346
1,1,1,1,,,,*,,,,A35352
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A35538
1,1,1,1,,,,*,,,,A35720
1,1,1,1,,,,*,,,,A35794
1,1,1,1,,,,*,,,,A35799
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A36107
1,1,1,1,,,,*,,,,A36196
1,1,1,1,,,,*,,,,A36699
1,1,1,1,,,,*,,,,A36789
1,1,1,1,,,,*,,,,A37448
1,1,1,1,,,,*,,,,A37537
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A37655
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A37714
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A37811
1,1,1,1,,,,*,,,,A38741
1,1,1,1,,,,*,,,,A39073
1,1,1,1,,,,*,,,,A39137
1,1,1,1,,,,*,,,,A39314
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A39396
1,1,1,1,,,,*,,,,A39489
1,1,1,1,,,,*,,,,A39498
1,1,1,1,,,,*,,,,A39543
1,1,1,1,,,,*,,,,A39556
1,1,1,1,,,,*,,,,A39779
1,1,1,1,,,,*,,,,A39893
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A39927
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A40061
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A40280
1,1,1,1,,,,*,,,,A40352
1,1,1,1,,,,*,,,,A40413
1,1,1,1,,,,*,,,,A40422
1,1,1,1,,,,*,,,,A40465
1,1,1,1,,,,*,,,,A40620
1,1,1,1,,,,*,,,,A40817
1,1,1,1,,,,*,,,,A41227
1,1,1,1,,,,*,,,,A41442
1,1,1,1,,,,*,,,,A41541
1,1,1,1,,,,*,,,,A41552
1,1,1,1,,,,*,,,,A41596
1,1,1,1,,,,*,,,,A41726
1,1,1,1,,,,*,,,,A41745
1,1,1,1,,,,*,,,,A422
1,1,1,1,,,,*,,,,A42228
1,1,1,1,,,,*,,,,A42567
1,1,1,1,,,,*,,,,A42592
1,1,1,1,,,,*,,,,A42949
1,1,1,1,,,,*,,,,A43006
1,1,1,1,,,,*,,,,A43059
1,1,1,1,,,,*,,,,A43179
1,1,1,1,,,,*,,,,A43211
1,1,1,1,,,,*,,,,A43302
1,1,1,1,,,,*,,,,A43320
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A43444
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A43463
1,1,1,1,,,,*,,,,A43666
1,1,1,1,,,,*,,,,A43785
1,1,1,1,,,,*,,,,A43943
1,1,1,1,,,,*,,,,A44382
1,1,1,1,,,,*,,,,A44470
1,1,1,1,,,,*,,,,A44520
1,1,1,1,,,,*,,,,A44560
1,1,1,1,,,,*,,,,A44623
1,1,1,1,,,,*,,,,A45158
1,1,1,1,,,,*,,,,A45298
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A45369
1,1,1,1,,,,*,,,,A45444
1,1,1,1,,,,*,,,,A45611
1,1,1,1,,,,*,,,,A46359
1,1,1,1,,,,*,,,,A5476
1,1,1,1,,,,*,,,,A578
1,1,1,1,,,,*,,,,A590
1,1,1,1,,,,*,,,,A5922
1,1,1,1,,,,*,,,,A5983
1,1,1,1,,,,*,,,,A6190
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A6200
1,1,1,1,,,,*,,,,A6493
1,1,1,1,,,,*,,,,A65
1,1,1,1,,,,*,,,,A6599
1,1,1,1,,,,*,,,,A7107
1,1,1,1,,,,*,,,,A7240
1,1,1,1,,,,*,,,,A7988
1,1,1,1,,,,*,,,,A8153
0.666667,0.666667,0.5,0.666667,,,1,*,,,,A82
1,1,1,1,,,,*,,,,A838
1,1,1,1,,,,*,,,,A8472
1,1,1,1,,,,*,,,,A8980
1,1,1,1,,,,*,,,,A9043
1,1,1,1,,,,*,,,,A9115
1,1,1,1,,,,*,,,,A9232
1,1,1,1,,,,*,,,,A9397
1,1,1,1,,,,*,,,,A9405
1,1,1,1,,,,*,,,,A942
