1,1,1,1,,,,*,,,,A9462
1,1,1,1,,,,*,,,,A9669
1,1,1,1,,,,*,,,,A9768
1,1,1,1,,,,*,,,,A9845
1,1,1,1,,,,*,,,,C10186
1,1,1,1,,,,*,,,,C10190
1,1,1,1,,,,*,,,,C10440
1,1,1,1,,,,*,,,,C10441
1,1,1,1,,,,*,,,,C10454
1,1,1,1,,,,*,,,,C10606
1,1,1,1,,,,*,,,,C10985
0.666667,0.666667,0.5,0.666667,,,1,*,,,,C11997
0.666667,0.666667,0.5,0.666667,,,1,*,,,,C12749
1,1,1,1,,,,*,,,,C12833
1,1,1,1,,,,*,,,,C13913
1,1,1,1,,,,*,,,,C14307
0.666667,0.666667,0.5,0.666667,,,1,*,,,,C14392
1,1,1,1,,,,*,,,,C14422
1,1,1,1,,,,*,,,,C14976
1,1,1,1,,,,*,,,,C15063
1,1,1,1,,,,*,,,,C15081
1,1,1,1,,,,*,,,,C15745
1,1,1,1,,,,*,,,,C16154
1,1,1,1,,,,*,,,,C16242
1,1,1,1,,,,*,,,,C16280
0.666667,0.666667,0.5,0.666667,,,1,*,,,,C16709
1,1,1,1,,,,*,,,,C17427
1,1,1,1,,,,*,,,,C17510
1,1,1,1,,,,*,,,,C17511
0.666667,0.666667,0.5,0.666667,,,1,*,,,,C17514
1,1,1,1,,,,*,,,,C18104
1,1,1,1,,,,*,,,,C18212
1,1,1,1,,,,*,,,,C18378
1,1,1,1,,,,*,,,,C18379
1,1,1,1,,,,*,,,,C18439
1,1,1,1,,,,*,,,,C18511
1,1,1,1,,,,*,,,,C18549
1,1,1,1,,,,*,,,,C18655
1,1,1,1,,,,*,,,,C18792
1,1,1,1,,,,*,,,,C18966
1,1,1,1,,,,*,,,,C19061
1,1,1,1,,,,*,,,,C19173
1,1,1,1,,,,*,,,,C19388
1,1,1,1,,,,*,,,,C19451
1,1,1,1,,,,*,,,,C19622
1,1,1,1,,,,*,,,,C19980
1,1,1,1,,,,*,,,,C20411
1,1,1,1,,,,*,,,,C20653
1,1,1,1,,,,*,,,,C20773
1,1,1,1,,,,*,,,,C21281
0.666667,0.666667,0.5,0.666667,,,1,*,,,,C21568
1,1,1,1,,,,*,,,,C21583
1,1,1,1,,,,*,,,,C22041
0.666667,0.666667,0.5,0.666667,,,1,*,,,,C22073
1,1,1,1,,,,*,,,,C22097
1,1,1,1,,,,*,,,,C22209
1,1,1,1,,,,*,,,,C22235
1,1,1,1,,,,*,,,,C22604
1,1,1,1,,,,*,,,,C22704
1,1,1,1,,,,*,,,,C22721
0.666667,0.666667,0.5,0.666667,,,1,*,,,,C22820
1,1,1,1,,,,*,,,,L2104
1,1,1,1,,,,*,,,,L2115
1,1,1,1,,,,*,,,,L2403
1,1,1,1,,,,*,,,,N100026
1,1,1,1,,,,*,,,,N100101
1,1,1,1,,,,*,,,,N100126
1,1,1,1,,,,*,,,,N100184
1,1,1,1,,,,*,,,,N100202
1,1,1,1,,,,*,,,,N100291
1,1,1,1,,,,*,,,,N100345
0.666667,0.666667,0.5,0.666667,,,1,*,,,,N100398
1,1,1,1,,,,*,,,,N100400
1,1,1,1,,,,*,,,,N100441
1,1,1,1,,,,*,,,,N100578
1,1,1,1,,,,*,,,,N100780
